system:time_start,Sprawl_ET_mean,Control_ET_mean
2018-03-06,6.455223880597016,6.839453125000001
2018-03-14,7.929104477611941,8.06328125
2018-03-22,7.590796019900499,7.9
2018-03-30,8.455472636815921,8.939453125
2018-04-07,9.679850746268658,9.981640625
2018-04-15,15.039303482587066,14.310937500000001
2018-04-23,10.289303482587066,10.50546875
2018-05-01,15.328358208955224,15.483203125000001
2018-05-09,16.072885572139306,15.683203125000002
2018-05-17,18.247014925373136,16.46328125
2018-05-25,24.16019900497513,23.649609375
2018-06-02,21.853731343283584,21.512890625000004
2018-06-10,20.367910447761194,20.50625
2018-06-18,19.37213930348259,19.263281250000002
2018-06-26,12.746268656716419,13.54296875
2018-07-04,10.521641791044779,11.67109375
2018-07-12,8.897014925373135,8.391015625000001
2018-07-20,7.889800995024877,9.486328125
2018-07-28,11.125373134328358,10.852343750000001
2018-08-05,9.527860696517413,9.334765625000001
2018-08-13,15.962935323383087,14.747656250000002
2018-08-21,10.650746268656716,10.9734375
2018-08-29,9.390298507462688,8.854296875000001
2018-09-06,9.452985074626866,9.3921875
2018-09-14,9.518905472636817,8.823828125
2018-09-22,7.218656716417913,6.975
2018-09-30,7.298756218905473,7.34765625
2018-10-08,6.777860696517413,7.081640625
2018-10-16,6.912437810945273,6.5359375
2018-10-24,3.9181592039801,4.233984375
2018-11-01,4.308457711442787,4.633984375
2018-11-09,4.451990049751244,4.44765625
2018-11-17,2.9522388059701496,2.9238281250000004
2018-11-25,2.6480099502487566,2.7
2018-12-03,3.596268656716418,3.523828125
2018-12-11,2.518656716417911,2.5
2018-12-19,2.470149253731343,2.5
2018-12-27,1.2850746268656716,1.3
2019-01-01,2.0150537634408607,2.5261168384879724
2019-01-09,2.012903225806452,2.408591065292096
2019-01-17,2.113978494623656,2.7261168384879726
2019-01-25,2.316129032258065,3.0261168384879724
2019-02-02,2.6193548387096777,3.4261168384879723
2019-02-10,3.322580645161291,4.452233676975944
2019-02-18,5.029032258064516,6.130927835051546
2019-02-26,5.425806451612904,6.230240549828179
2019-03-06,5.7387096774193544,6.879037800687286
2019-03-14,6.6591397849462375,7.469759450171821
2019-03-22,7.948387096774194,8.799312714776633
2019-03-30,7.33978494623656,8.553264604810996
2019-04-07,7.537634408602151,9.087285223367697
2019-04-15,10.246236559139787,9.674570446735395
2019-04-23,13.444086021505377,13.909278350515464
2019-05-01,12.135483870967745,12.826460481099655
2019-05-09,11.758064516129032,13.09106529209622
2019-05-17,13.439784946236562,14.501030927835052
2019-05-25,19.048387096774196,19.205841924398623
2019-06-02,15.284946236559142,16.401030927835052
2019-06-10,17.381720430107528,18.814089347079037
2019-06-18,17.476344086021506,17.674914089347077
2019-06-26,20.5494623655914,20.482130584192436
2019-07-04,16.03225806451613,16.786941580756015
2019-07-12,14.205376344086021,16.589690721649482
2019-07-20,13.524731182795703,16.052233676975945
2019-07-28,15.137634408602155,16.087285223367697
2019-08-05,13.132258064516131,15.261512027491408
2019-08-13,11.317204301075273,12.098969072164948
2019-08-21,9.179569892473118,11.402061855670102
2019-08-29,7.986021505376344,8.961512027491407
2019-09-06,10.523655913978496,10.761168384879724
2019-09-14,8.247311827956992,8.152577319587628
2019-09-22,9.731182795698928,10.335051546391751
2019-09-30,7.211827956989248,6.983505154639175
2019-10-08,5.3204301075268825,5.696219931271478
2019-10-16,4.932258064516129,6.126460481099656
2019-10-24,3.8387096774193554,5.1567010309278345
2019-11-01,3.0290322580645164,3.735051546391752
2019-11-09,2.826881720430108,3.4738831615120276
2019-11-17,2.0225806451612907,2.4000000000000004
2019-11-25,1.920430107526882,2.2436426116838484
2019-12-03,2.3247311827956993,2.8000000000000003
2019-12-11,2.0182795698924734,2.3261168384879722
2019-12-19,2.1258064516129034,2.5
2019-12-27,1.2107526881720432,1.3
2020-01-01,1.909677419354839,2.1436426116838487
2020-01-09,2.712903225806452,3.11340206185567
2020-01-17,2.0086021505376346,2.2697594501718212
2020-01-25,2.311827956989248,2.6872852233676974
2020-02-02,3.3279569892473124,3.9962199312714772
2020-02-10,3.8354838709677423,4.696219931271477
2020-02-18,3.7258064516129044,4.291408934707904
2020-02-26,4.516129032258065,5.064948453608248
2020-03-05,5.933333333333334,6.861168384879725
2020-03-13,6.63010752688172,8.010309278350514
2020-03-21,6.634408602150539,7.465979381443299
2020-03-29,9.246236559139787,10.83024054982818
2020-04-06,11.451612903225808,10.479037800687285
2020-04-14,11.520430107526884,9.744673539518901
2020-04-22,13.640860215053765,10.722336769759451
2020-04-30,12.317204301075272,12.56975945017182
2020-05-08,16.894623655913982,12.953608247422677
2020-05-16,20.654838709677424,14.943298969072163
2020-05-24,20.31290322580645,13.401374570446734
2020-06-01,16.25698924731183,15.287628865979382
2020-06-09,15.935483870967744,15.801030927835052
2020-06-17,13.029032258064518,16.397250859106524
2020-06-25,16.113978494623655,17.767353951890033
2020-07-03,14.9236559139785,17.500687285223368
2020-07-11,13.133333333333336,15.535738831615118
2020-07-19,11.498924731182798,12.919243986254294
2020-07-27,11.348387096774193,12.031958762886596
2020-08-04,10.522580645161291,9.214089347079037
2020-08-12,12.518279569892476,13.104810996563574
2020-08-20,13.426881720430107,13.38316151202749
2020-08-28,10.926881720430108,11.25704467353952
2020-09-05,10.930107526881722,11.083161512027491
2020-09-13,8.03978494623656,7.32233676975945
2020-09-21,7.36451612903226,7.679037800687286
2020-09-29,5.844086021505378,6.682474226804124
2020-10-07,6.13440860215054,6.587285223367697
2020-10-15,6.232258064516131,6.087285223367697
2020-10-23,4.040860215053764,4.5914089347079035
2020-10-31,4.1430107526881725,5.260481099656357
2020-11-08,3.245161290322581,3.947766323024055
2020-11-16,2.641935483870968,3.1738831615120273
2020-11-24,1.8333333333333333,2.1
2020-12-02,1.6333333333333337,1.9175257731958761
2020-12-10,2.0408602150537636,2.4000000000000004
2020-12-18,2.044086021505376,2.6175257731958763
2020-12-26,1.1236559139784947,1.3436426116838487
2021-01-01,1.992537313432836,1.933984375
2021-01-09,2.2,2.1339843750000003
2021-01-17,2.7703980099502488,2.6578125000000004
2021-01-25,2.992537313432836,3.06796875
2021-02-02,3.5681592039801,3.24765625
2021-02-10,3.807213930348259,4.082812500000001
2021-02-18,5.055970149253732,5.257812500000001
2021-02-26,5.425621890547263,5.7
2021-03-06,5.866666666666666,6.567187500000001
2021-03-14,8.55273631840796,9.211328125000001
2021-03-22,7.97860696517413,8.46640625
2021-03-30,10.548756218905472,10.576171875
2021-04-07,9.360199004975124,9.562500000000002
2021-04-15,10.159203980099504,10.430078125
2021-04-23,9.828855721393035,10.076953125000001
2021-05-01,11.020895522388061,11.239453125000002
2021-05-09,16.279353233830847,16.579296875
2021-05-17,14.3726368159204,14.921875000000002
2021-05-25,17.755970149253734,17.09609375
2021-06-02,20.42587064676617,20.582421875
2021-06-10,24.308457711442784,24.317578125
2021-06-18,17.527363184079604,17.3953125
2021-06-26,22.385323383084582,22.1546875
2021-07-04,21.534079601990054,21.30078125
2021-07-12,22.369900497512443,21.295703125000003
2021-07-20,16.70099502487562,18.98359375
2021-07-28,16.97462686567164,17.461328125
2021-08-05,18.153482587064676,18.02421875
2021-08-13,16.437562189054727,16.913671875000002
2021-08-21,13.736318407960198,14.187109375
2021-08-29,14.171641791044777,14.780468749999999
2021-09-06,11.67412935323383,12.81953125
2021-09-14,10.98855721393035,11.171484375
2021-09-22,9.647014925373135,9.376171874999999
2021-09-30,7.527114427860697,7.391796875
2021-10-08,7.729850746268658,7.4476562500000005
2021-10-16,5.940049751243782,5.7007812499999995
2021-10-24,5.729353233830847,5.957812499999999
2021-11-01,3.9044776119402993,3.9578125
2021-11-09,3.7661691542288556,3.7
2021-11-17,2.673880597014926,2.6339843750000003
2021-11-25,2.5223880597014925,2.6
2021-12-03,2.5738805970149254,2.6
2021-12-11,2.4360696517412936,2.333984375
2021-12-19,2.236069651741294,2.2
2021-12-27,1.695273631840796,1.623828125
2022-01-01,2.07363184079602,2.2
2022-01-09,2.1883084577114427,2.2
2022-01-17,2.6221393034825873,2.776171875
2022-01-25,3.4223880597014933,3.6523437500000004
2022-02-02,4.283830845771145,3.9203125000000005
2022-02-10,3.782338308457712,4.140625000000001
2022-02-18,4.480099502487563,4.928515624999999
2022-02-26,4.220398009950249,4.4644531249999995
2022-03-06,7.087562189054727,6.92578125
2022-03-14,7.3363184079602,7.301953125
2022-03-22,8.444029850746269,8.307812499999999
2022-03-30,8.045522388059702,7.698437500000001
2022-04-07,11.076119402985075,10.842578125
2022-04-15,11.211194029850745,11.935546875000002
2022-04-23,13.598009950248757,13.1109375
2022-05-01,14.747761194029852,15.46640625
2022-05-09,17.345273631840797,16.431250000000002
2022-05-17,16.631592039800996,18.01484375
2022-05-25,16.546268656716418,17.224609375
2022-06-02,20.021393034825874,20.197265625
2022-06-10,17.89626865671642,18.294921875
2022-06-18,17.552487562189057,17.33828125
2022-06-26,17.79502487562189,17.82265625
2022-07-04,14.660447761194032,15.424218750000001
2022-07-12,8.910199004975123,11.698828125
2022-07-20,12.03457711442786,12.398828125000001
2022-07-28,11.266169154228857,12.025390625000002
2022-08-05,6.705970149253733,7.82890625
2022-08-13,9.200497512437812,9.229296875000001
2022-08-21,10.724626865671643,11.1125
2022-08-29,9.69676616915423,10.258203125000001
2022-09-06,11.817661691542291,12.198046875000001
2022-09-14,8.78805970149254,10.344140625000001
2022-09-22,7.579850746268657,8.458203125
2022-09-30,7.312935323383086,7.489453125
2022-10-08,6.1761194029850754,6.733203125
2022-10-16,6.029850746268657,6.460156250000001
2022-10-24,4.897014925373134,5.123828125000001
2022-11-01,5.163184079601991,4.919140625000001
2022-11-09,4.118656716417911,3.7339843750000004
2022-11-17,3.584825870646766,3.1339843750000003
2022-11-25,2.503980099502488,2.123828125
2022-12-03,2.282089552238806,1.8578125
2022-12-11,2.1380597014925375,1.8441406249999999
2022-12-19,2.603980099502488,2.0578125000000003
2022-12-27,1.8791044776119403,1.5203125000000002
2023-01-01,2.524378109452736,2.6406250000000004
2023-01-09,3.0054726368159206,3.0406250000000004
2023-01-17,2.835074626865672,2.9406250000000003
2023-01-25,2.775124378109453,2.83046875
2023-02-02,4.439800995024876,4.67109375
2023-02-10,4.013184079601991,4.108593750000001
2023-02-18,4.809452736318408,4.915234375000001
2023-02-26,5.792288557213931,5.791796875
2023-03-06,6.124129353233832,6.322265625000001
2023-03-14,7.9574626865671645,8.60546875
2023-03-22,8.38134328358209,8.8546875
2023-03-30,10.42213930348259,10.025781250000001
2023-04-07,11.390298507462687,11.351171875
2023-04-15,12.533582089552239,12.587109375000002
2023-04-23,12.454228855721393,12.429296875
2023-05-01,13.635820895522388,13.967578125000001
2023-05-09,15.977860696517416,16.954687500000002
2023-05-17,17.05547263681592,17.765625
2023-05-25,19.595522388059702,20.66171875
2023-06-02,21.151492537313437,22.083593750000002
2023-06-10,18.03905472636816,18.5875
2023-06-18,24.210447761194033,23.92109375
2023-06-26,18.594278606965176,18.98046875
2023-07-04,17.645273631840794,18.214453125000002
2023-07-12,16.393781094527363,16.194921875
2023-07-20,16.59800995024876,17.216796875
2023-07-28,17.51592039800995,17.86953125
2023-08-05,15.047761194029851,15.389453125000001
2023-08-13,16.38805970149254,16.8140625
2023-08-21,14.62860696517413,13.927734375000002
2023-08-29,12.45721393034826,12.377343750000001
2023-09-06,11.422636815920399,12.446875
2023-09-14,9.367412935323383,9.418750000000001
2023-09-22,8.5226368159204,8.7578125
2023-09-30,8.423880597014927,7.978125
2023-10-08,6.672388059701493,5.9375
2023-10-16,4.685572139303483,4.935546875
2023-10-24,5.015920398009951,5.06796875
2023-11-01,4.110199004975125,4.14765625
2023-11-09,3.1708955223880597,3.344140625
2023-11-17,3.0708955223880596,3.244140625
2023-11-25,1.6522388059701494,1.7339843750000001
2023-12-03,2.1111940298507466,2.2578125
2023-12-11,2.2111940298507466,2.3578125
2023-12-19,3.1708955223880597,3.36796875
2023-12-27,1.8300995024875626,1.933984375
2024-01-01,2.6786069651741293,2.7613281250000004
2024-01-09,2.5893034825870647,2.54765625
2024-01-17,3.0082089552238807,2.971484375
2024-01-25,3.1860696517412936,3.1714843750000004
2024-02-02,3.8111940298507467,3.7953125000000005
2024-02-10,4.303980099502488,4.2953125000000005
2024-02-18,3.9082089552238815,3.9101562500000004
2024-02-26,5.200995024875622,5.3828125
2024-03-05,5.934577114427861,6.382812499999999
2024-03-13,7.3733830845771156,7.98046875
2024-03-21,8.30547263681592,8.88515625
2024-03-29,11.861194029850747,12.253125
2024-04-06,13.201741293532342,13.581640625000002
2024-04-14,10.82313432835821,11.585156249999999
2024-04-22,11.054228855721393,11.639453125000001
2024-04-30,16.161194029850748,16.81640625
2024-05-08,16.286567164179104,17.913671875000002
2024-05-16,14.75945273631841,15.9265625
2024-05-24,18.466417910447763,18.462109374999997
2024-06-01,19.54129353233831,20.351562500000004
2024-06-09,19.26044776119403,19.58359375
2024-06-17,21.549502487562194,22.3578125
2024-06-25,17.866417910447762,17.349218750000002
2024-07-03,18.916417910447763,18.5703125
2024-07-11,16.94353233830846,16.62578125
2024-07-19,18.418905472636816,18.8953125
2024-07-27,12.633830845771145,14.576953125000001
2024-08-04,15.569402985074628,16.509765625
2024-08-12,12.99129353233831,14.953515625
2024-08-20,10.436069651741294,11.643750000000002
2024-08-28,12.346766169154229,12.867578125
2024-09-05,10.840298507462688,10.8640625
2024-09-13,10.227363184079604,9.898828125000001
2024-09-21,9.28358208955224,8.94765625
2024-09-29,8.036318407960199,7.451171875
2024-10-07,6.375373134328359,6.54765625
2024-10-15,5.6863184079602,5.863281250000001
2024-10-23,4.549502487562189,4.6917968750000005
2024-10-31,4.133830845771144,4.1917968750000005
2024-11-08,4.030597014925374,4.091796875
2024-11-16,1.730099502487562,1.8238281250000001
